DESCRIPTION,PARKING_ZONE,PERMIT_ZONE,STALL_TYPE,STATUS,ADDRESS_DESC,CTP_CLASS,DOT,ENFORCEABLE_TIME,NO_PARKING,NO_STOPPING,PARKING_RESTRICTION,TIME_RESTRICTION,CAMERA,OCTANT,line,Global_ID
R6621,F,F,Parallel,Active,500 Block CRESCENT RD NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.074228 51.0625155, -114.0742234 51.0625139, -114.0742181 51.0625123, -114.0742127 51.0625109, -114.0742072 51.0625097, -114.0741976 51.0625078, -114.074188 51.0625059, -114.0741783 51.0625039, -114.0741687 51.062502, -114.0741591 51.0625, -114.0741447 51.0624971, -114.0741303 51.0624941, -114.0741159 51.0624912, -114.0741015 51.0624883, -114.074087 51.0624854, -114.074057 51.0624793, -114.0740269 51.0624733, -114.0739968 51.0624673, -114.0739667 51.0624613, -114.0739366 51.0624553, -114.073916 51.0624512, -114.0738954 51.0624471, -114.0738748 51.062443, -114.0738543 51.0624388, -114.0738337 51.0624347, -114.0738027 51.062428, -114.0737715 51.0624214, -114.0737404 51.0624148, -114.0737092 51.0624082, -114.073678 51.0624017, -114.0736475 51.0623954, -114.0736169 51.0623891, -114.0735863 51.0623829, -114.0735557 51.0623767, -114.0735251 51.0623705, -114.0734838 51.0623622, -114.0734424 51.0623541, -114.073401 51.062346, -114.0733596 51.0623379, -114.0733182 51.0623296, -114.0732962 51.062325, -114.0732742 51.0623203, -114.0732523 51.0623155, -114.0732304 51.0623107, -114.0732083 51.0623061, -114.073188 51.062302, -114.0731675 51.0622979, -114.0731471 51.0622938, -114.0731266 51.0622899, -114.0731061 51.062286, -114.0731003 51.062285, -114.0730946 51.0622839, -114.0730888 51.0622829, -114.0730831 51.0622818, -114.0730774 51.0622806, -114.0730547 51.0622761, -114.0730321 51.0622714, -114.0730095 51.0622667, -114.0729871 51.0622618, -114.0729647 51.0622568, -114.0729473 51.0622533, -114.0729299 51.0622499, -114.0729124 51.0622464, -114.072895 51.062243, -114.0728776 51.0622395, -114.0728586 51.0622358, -114.0728396 51.062232, -114.0728207 51.0622282, -114.0728017 51.0622244, -114.0727827 51.0622205, -114.0727752 51.062219, -114.0727677 51.0622173, -114.0727603 51.0622155, -114.0727529 51.0622137, -114.0727456 51.0622117, -114.0727364 51.0622091, -114.0727274 51.0622062, -114.0727184 51.0622032, -114.0727096 51.0622002, -114.0727008 51.062197, -114.0726894 51.0621928, -114.0726779 51.0621885, -114.0726666 51.0621842, -114.0726554 51.0621798, -114.0726442 51.0621752, -114.0726396 51.0621731, -114.072635 51.0621709, -114.0726303 51.0621688, -114.0726256 51.0621668, -114.0726208 51.0621648, -114.0725898 51.0621529, -114.0725588 51.062141, -114.0725277 51.0621291, -114.0724967 51.0621172, -114.0724658 51.0621052, -114.0724323 51.0620922, -114.0723988 51.0620793, -114.0723653 51.0620663, -114.0723318 51.0620533, -114.0722983 51.0620403, -114.0722777 51.0620321, -114.072257 51.062024, -114.0722364 51.0620159, -114.0722157 51.0620077, -114.072195 51.0619996, -114.0721744 51.0619915, -114.0721538 51.0619834, -114.0721331 51.0619753, -114.0721124 51.0619672, -114.0720917 51.0619592, -114.0720715 51.0619515, -114.0720513 51.0619439, -114.0720309 51.0619364, -114.0720107 51.0619289, -114.0719905 51.0619212, -114.071974 51.0619147, -114.0719576 51.0619081, -114.0719412 51.0619016, -114.0719247 51.061895, -114.0719083 51.0618885, -114.0718926 51.0618825, -114.0718769 51.0618765, -114.0718612 51.0618705, -114.0718455 51.0618645, -114.0718299 51.0618584, -114.0718183 51.0618538, -114.0718067 51.0618493, -114.0717952 51.0618447, -114.0717837 51.0618401, -114.0717722 51.0618354, -114.0717667 51.0618332, -114.0717612 51.0618309, -114.0717556 51.0618286, -114.0717501 51.0618264, -114.0717446 51.0618241, -114.0717402 51.0618223, -114.0717357 51.0618205, -114.0717313 51.0618188, -114.0717269 51.061817, -114.0717225 51.0618152, -114.071719 51.0618138, -114.0717153 51.0618125, -114.0717117 51.0618112, -114.071708 51.0618099, -114.0717043 51.0618086, -114.0717016 51.0618077, -114.0716989 51.0618068, -114.0716961 51.0618059, -114.0716933 51.0618051, -114.0716903 51.0618043, -114.071686 51.0618034, -114.0716818 51.0618027, -114.0716775 51.0618023, -114.0716732 51.0618022))",771201ef-8150-4bdd-9391-dcdeb77487e0
R7134,L,L,Parallel,Active,500 Block 9 AV NW,Residential Street,W,0700-1700 MON-SAT,,,120,0700-1700 MON-SAT,FR,NW,"MULTILINESTRING ((-114.0743464 51.0611076, -114.0732189 51.0611078, -114.0730175 51.0611013))",c332ea58-2c04-4d3a-b704-a8a629985c17
R4177,SCA,SCA,Parallel,Active,00 Block SCENIC COVE DR NW,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.2084558 51.1212825, -114.2084191 51.1212651, -114.208305 51.1212112, -114.2081528 51.1211391, -114.2079978 51.1210653, -114.207815 51.1209789, -114.207705 51.1209266, -114.2076365 51.1208948, -114.2074862 51.1208237, -114.2073781 51.1207724, -114.207305 51.1207374, -114.2072219 51.1206978, -114.2071648 51.1206709))",74a0f455-9472-47ee-9bcb-2828d2c15cf5
R853,N,N,Parallel,Active,800 Block 86 AV SW,Collector,W,0700-1700 MON-SAT,,,Permit Required,0700-1700 MON-SAT,FR,SW,"MULTILINESTRING ((-114.0816469 50.9764803, -114.0814421 50.9764535))",6bf40c47-e089-48be-8c3e-c2fd738d9c17
R151,L,L,Parallel,Active,500 Block MEMORIAL DR NW,Collector,W,0700-1700 MON-SUN,,,Permit Required,0700-1700,FR,NW,"MULTILINESTRING ((-114.0721446 51.0576713, -114.0720709 51.057679, -114.0719379 51.0576911, -114.0717719 51.0577025, -114.0717379 51.0577047, -114.0717157 51.0577061, -114.0716639 51.0577107, -114.071662 51.0577109, -114.0716479 51.0577128))",e20ef151-8a73-41a9-85a3-f43ca57c4c53
R1626,NN,NN,Parallel,Active,7700 Block 46 AV NW,Residential Street,W,0700-1700 MON-SUN,,,Permit Required,0700-1700,FR,NW,"MULTILINESTRING ((-114.1976517 51.094139, -114.19659 51.0941418, -114.1964537 51.0941416, -114.1962505 51.0941429))",2bd8edb8-fb2b-4109-9dfc-d7b9d6c4f8d4
R2057,NN,NN,Parallel,Active,7700 Block 46 AV NW,Residential Street,W,0700-1700 MON-SUN,,,Permit Required,0700-1700,FR,NW,"MULTILINESTRING ((-114.1991219 51.0941405, -114.1977278 51.0941417))",58017432-6242-4504-97be-75d99685003f
R2058,NN,NN,Parallel,Active,7900 Block 46 AV NW,Residential Street,W,0700-1700 MON-SUN,,,Permit Required,0700-1700,FR,NW,"MULTILINESTRING ((-114.2020689 51.0941437, -114.1999641 51.0941404))",f2df08d2-5502-405c-aae1-50e4258f2820
R226,L,L,Parallel,Active,500 Block MEMORIAL DR NW,Collector,W,0700-1700 MON-SUN,,,Permit Required,0700-1700,FR,NW,"MULTILINESTRING ((-114.0735812 51.0574886, -114.0734893 51.0575001, -114.0733482 51.0575186, -114.0731171 51.0575479, -114.073063 51.0575556, -114.0730487 51.0575584, -114.0730351 51.0575624, -114.0730225 51.0575675, -114.0730112 51.0575737))",865b7b69-3e03-4916-9dcb-4160edf70554
R302,L,L,Parallel,Active,600 Block MEMORIAL DR NW,Collector,W,0700-1700 MON-SUN,,,Permit Required,0700-1700,FR,NW,"MULTILINESTRING ((-114.0750101 51.0572442, -114.0748946 51.0572774, -114.0747944 51.0573028, -114.0747065 51.0573237, -114.0746059 51.057344, -114.0745394 51.0573578, -114.0744717 51.0573711, -114.0744572 51.0573747, -114.0744436 51.0573797))",2a6155c1-22a1-489c-b3e0-5e33f8ba5e78
R303,L,L,Parallel,Active,500 Block MEMORIAL DR NW,Collector,W,0700-1700 MON-SUN,,,Permit Required,0700-1700,FR,NW,"MULTILINESTRING ((-114.0741696 51.057414, -114.0741247 51.0574198, -114.0740968 51.0574229, -114.0740567 51.0574277, -114.0740042 51.0574349, -114.0739222 51.0574449, -114.0736965 51.057474))",92ef2ef6-29ad-401d-bb68-d6db326a3c64
R3096,X,X,Parallel,Active,2600 Block 12 AV NW,Residential Street,W,0700-1700 MON-SUN,,,120,0700-1700,FR,NW,"MULTILINESTRING ((-114.1225012 51.0619567, -114.1221488 51.0618822))",cf7138a9-65c6-47be-b5ac-e63aca7cb5d7
R4372,J,J,Parallel,Active,500 Block 30 AV SW,Residential Street,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0728071 51.0263345, -114.0723175 51.0263355))",d34d3a7f-4aa6-476f-baa5-300e8f79fd6e
R4375,J,J,Parallel,Active,300 Block ROXBORO RD SW,Collector,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0700462 51.0284908, -114.0698978 51.0285081, -114.0697786 51.0285226, -114.0696693 51.0285356, -114.0695574 51.0285488, -114.0694054 51.0285658, -114.0692929 51.028577, -114.0692164 51.0285834, -114.0691077 51.0285914, -114.0690126 51.0285957, -114.068946 51.028599, -114.0688647 51.0286012, -114.0687963 51.028602, -114.0687523 51.0286024))",26ecfe95-c820-4d83-840b-2d6ae919675f
R4379,J,J,Parallel,Active,400 Block 30 AV SW,Collector,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0704639 51.0263374, -114.0701645 51.0263371))",5a065ea0-1b8c-4809-8636-8e3daef67335
R4443,J,J,Parallel,Active,300 Block 30 AV SW,Collector,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0699323 51.0263389, -114.0698874 51.0263365, -114.0694716 51.0263383, -114.0694029 51.026338))",ba23161d-32f4-4424-9dd5-76ce68c8aa69
R4452,J,J,Parallel,Active,500 Block 30 AV SW,Residential Street,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0736325 51.0263338, -114.0735783 51.0263337, -114.0734722 51.0263338, -114.0732751 51.026333, -114.0730955 51.0263327, -114.073071 51.0263327))",2fd8a403-069c-406a-876a-b30d181798d9
R451,L,L,Parallel,Active,500 Block MEMORIAL DR NW,Collector,W,0700-1700 MON-SUN,,,Permit Required,0700-1700,FR,NW,"MULTILINESTRING ((-114.0727562 51.0575958, -114.0722667 51.0576575))",5215de8b-5c14-4b1b-aedc-281bfa64d570
R5047,R,R,Parallel,Active,1400 Block CHARDIE PL SW,Residential Street,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0937392 50.9837731, -114.093719 50.983767, -114.0936898 50.9837629, -114.0936481 50.9837613, -114.0935991 50.9837609, -114.0932697 50.9837618, -114.0929744 50.9837614, -114.0927719 50.9837613))",65005a8b-7d30-4dac-b1e2-29feaf9c5a45
R5106,R,R,Parallel,Active,6900 Block KENT PL SW,Residential Street,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0943148 50.9919387, -114.0942948 50.9919285, -114.0942733 50.9919225, -114.0942494 50.9919193, -114.0942167 50.9919188, -114.0941632 50.9919187, -114.0941073 50.9919188, -114.0940663 50.9919204, -114.0940273 50.9919256, -114.0939936 50.9919339, -114.0939654 50.991943, -114.0939332 50.9919568, -114.0939086 50.9919725))",44fd848c-5d80-4066-ae55-c75ce6d1c294
R5122,R,R,Parallel,Active,1400 Block CHARDIE PL SW,Residential Street,W,0700-1700 MON-SUN,,,120,0700-1700,FR,SW,"MULTILINESTRING ((-114.0944173 50.9840018, -114.0944049 50.9840076, -114.0943829 50.9840144, -114.0943546 50.9840191, -114.0943326 50.9840208, -114.0943106 50.9840209, -114.0942891 50.9840216, -114.0942891 50.9840216, -114.0942581 50.9840243, -114.0942283 50.9840282, -114.094199 50.9840336, -114.0941678 50.9840412, -114.0941369 50.9840511, -114.0941256 50.9840551, -114.0941047 50.9840624, -114.0940731 50.9840717, -114.0940431 50.9840809, -114.0940087 50.9840882, -114.0939938 50.9840888, -114.0939676 50.9840879))",8638a98b-a842-4dfc-b743-19a24208e114
R533,L,L,Parallel,Active,400 Block MEMORIAL DR NW,Collector,W,0700-1700 MON-SUN,,,Permit Required,0700-1700,FR,NW,"MULTILINESTRING ((-114.0713807 51.0577215, -114.0713788 51.0577213, -114.0713248 51.0577182, -114.0712868 51.0577158, -114.0711883 51.0577097, -114.0710468 51.0577017, -114.0708775 51.0576912, -114.0706761 51.0576798, -114.0705445 51.057672, -114.0704278 51.0576655, -114.0703355 51.0576607, -114.0702887 51.0576602, -114.0702579 51.0576654))",1fdf1170-624d-4aed-a66d-90a1c45f5714
R83,L,L,Parallel,Active,600 Block MEMORIAL DR NW,Collector,W,0700-1700 MON-SUN,,,Permit Required,0700-1700,FR,NW,"MULTILINESTRING ((-114.075543 51.057082, -114.0755349 51.0570845, -114.0755269 51.0570869, -114.0755188 51.0570894, -114.0755107 51.0570918, -114.0755027 51.0570943, -114.0754892 51.0570984, -114.0754758 51.0571025, -114.0754623 51.0571066, -114.0754489 51.0571107, -114.0754354 51.0571148, -114.0754213 51.0571191, -114.0754072 51.0571234, -114.0753932 51.0571276, -114.0753791 51.0571319, -114.075365 51.0571362, -114.0753395 51.057144, -114.075314 51.0571518, -114.0752885 51.0571595, -114.075263 51.0571673, -114.0752375 51.0571751, -114.0752204 51.0571804, -114.0752033 51.0571857, -114.0751863 51.0571911, -114.0751693 51.0571965, -114.0751523 51.0572019, -114.0750992 51.0572181))",a49fae08-cb10-478c-ab44-345750dd2a81
R5344,KK,KK,Parallel,Active,700 Block 69 AV SW,Collector,W,0700-1730 MON-FRI,,,Permit Required,0700-1730 MON-FRI,FR,SW,"MULTILINESTRING ((-114.0787565 50.9914857, -114.0786812 50.9914845, -114.0766589 50.9914854, -114.0766342 50.9914864))",1b941ca9-f278-4cf3-95ff-82b07bca1aae
R161,E,E,Parallel,Active,3000 Block MORLEY TR NW,Collector,W,0700-1730 MON-SAT,,,Permit Required,0700-1730 MON-SAT,FR,NW,"MULTILINESTRING ((-114.1160966 51.0797156, -114.1157943 51.0795627, -114.1144363 51.0788688))",b9057a5a-2c14-476e-b9ef-1d12d309d3c5
R1002,UU,UU,Parallel,Active,5200 Block VICEROY DR NW,Residential Street,W,0700-1800 MON-FRI,,,Permit Required,0700-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.156196 51.0998894, -114.155937 51.0997391, -114.155901 51.0997242))",b25c5d39-ea3b-4824-aae5-d7c57374a7f7
R1131,DD,DD,Parallel,Active,2600 Block 11 AV SE,Residential Street,W,0700-1800 MON-FRI,,,Permit Required,0700-1800 MON-FRI,FR,SE,"MULTILINESTRING ((-113.999959 51.0429171, -113.998175 51.0429177))",7cb77ddd-a713-483a-9d99-eabfb3b20434
R1160,M,M,Parallel,Active,200 Block 15 AV NW,Residential Street,W,0700-1800 MON-FRI,,,Permit Required,0700-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0673067 51.0659732, -114.0673003 51.0659718, -114.067281 51.0659705, -114.0661822 51.0659707))",029734bd-357e-45dd-9fac-fb1febe397d5
R1336,TUS,TUS,Parallel,Active,00 Block TUSCARORA HT NW,Residential Street,W,0700-1800 MON-FRI,,,Permit Required,0700-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.2389678 51.1297494, -114.2389429 51.1297571, -114.2389163 51.1297622, -114.2388906 51.1297644, -114.2388647 51.1297642, -114.2388392 51.1297616, -114.2388146 51.1297565, -114.2388015 51.1297533, -114.2387516 51.129745, -114.2387 51.1297423, -114.2386129 51.1297423, -114.2384475 51.1297424, -114.2382733 51.1297425, -114.2381079 51.1297426, -114.2379338 51.1297427, -114.2377684 51.1297428, -114.2375942 51.1297429, -114.2374288 51.129743, -114.2372547 51.1297431, -114.2371421 51.1297432))",a3631ac0-d480-4438-80f0-a5f34d2aacd0
R134,UU,UU,Parallel,Active,4900 Block VANSTONE RD NW,Residential Street,W,0700-1800 MON-FRI,,,Permit Required,0700-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1576085 51.0989574, -114.1576072 51.0989571, -114.1575045 51.0989294, -114.1573345 51.0988837, -114.1571818 51.0988427))",beaa6165-08e3-469b-8202-10f4811447e9
R1503,EE,EE,Parallel,Active,3000 Block 34 AV SW,Residential Street,W,0700-1800 MON-FRI,,,Permit Required,0700-1800 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1313132 51.0232988, -114.1297691 51.0233001, -114.1297466 51.0233011))",b0ea5871-afe8-4d00-8784-357163095365
R1530,D,D,Parallel,Active,1000 Block 19 AV SE,Collector,W,0700-1800 MON-FRI,,,Permit Required,0700-1800 MON-FRI,FR,SE,"MULTILINESTRING ((-114.0391112 51.0362585, -114.0372156 51.0362568))",257c844b-ab4a-4978-ba62-3df1fd38e3f6
R1548,V,V,Parallel,Active,500 Block 11 AV NE,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0530661 51.0624458, -114.05099 51.0624347))",e0e48a76-a58c-4b1d-9ac6-83f6433ea376
R1549,V,V,Parallel,Active,400 Block 12 AV NE,Collector,W,0700-1800 MON-FRI,,,Permit Required,0700-1800 MON-FRI,FR,NE,"MULTILINESTRING ((-114.0553575 51.063358, -114.0534648 51.0633449))",9833f4d0-2d61-4b71-b495-a1133249a182
R1576,F,F,Parallel,Active,900 Block 22 AV NW,Residential Street,W,0700-1800 MON-FRI,,,120,0700-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0829618 51.0723646, -114.0815741 51.0723659, -114.081551 51.0723691))",34b385b8-3af4-4e26-916e-d55bb292d00b
R1584,F,F,Parallel,Active,1300 Block 19 AV NW,Residential Street,W,0700-1800 MON-FRI,,,Permit Required,0700-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.0920689 51.0696791, -114.0900033 51.0696795))",b3349f9c-2ac4-4c7a-a23f-01d93f8dd8b1
R1633,BB,BB,Parallel,Active,2700 Block BRENTWOOD BV NW,Collector,W,0700-1800 MON-FRI,,,Permit Required,0700-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.1253586 51.086646, -114.124108 51.0859296, -114.1229243 51.0852405))",53ad9c19-f5bf-47b8-b89d-4a4be339ed18
R1861,RR,RR,Parallel,Active,2700 Block 16 AV SW,Residential Street,W,0700-1800 MON-FRI,,,Permit Required,0700-1800 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1261156 51.0388114, -114.1260308 51.0388115, -114.1259253 51.0388116, -114.1259239 51.0388116))",2e4d68ad-3286-43dc-8c36-778082962230
R19,RR,RR,Parallel,Active,2700 Block 14 AV SW,Residential Street,W,0700-1800 MON-FRI,,,Permit Required,0700-1800 MON-FRI,FR,SW,"MULTILINESTRING ((-114.1264491 51.0396731, -114.1259456 51.0396734))",71b5019c-2b3b-434d-9a9d-45b63144d6b6
R2154,SCA,SCA,Parallel,Active,00 Block SCENIC COVE CO NW,Residential Street,W,0700-1800 MON-FRI,,,Permit Required,0700-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.2095378 51.1198705, -114.2095293 51.1198729, -114.2095204 51.1198752, -114.209511 51.1198772, -114.2095015 51.1198788, -114.2094921 51.1198802, -114.2094825 51.1198811, -114.209473 51.1198817, -114.2094625 51.1198819, -114.209452 51.1198816, -114.2094415 51.119881, -114.209431 51.11988, -114.2094206 51.1198786, -114.2094115 51.1198771, -114.2094027 51.1198755, -114.209394 51.1198735, -114.2093854 51.1198712, -114.209377 51.1198686, -114.2093694 51.1198659, -114.2093622 51.119863, -114.2093553 51.1198599, -114.2093487 51.1198565, -114.2093423 51.1198528, -114.2093369 51.1198495, -114.2093316 51.119846, -114.2093267 51.1198425, -114.209322 51.1198388, -114.2093179 51.1198349, -114.2093139 51.1198308, -114.2093099 51.1198266, -114.2093059 51.1198224, -114.2093019 51.1198182, -114.2092979 51.119814, -114.2092938 51.1198097, -114.2092896 51.1198055, -114.2092854 51.1198012, -114.209284 51.1197997, -114.2092812 51.1197969, -114.209277 51.1197927, -114.2092726 51.1197886, -114.2092679 51.1197846, -114.2092629 51.1197808, -114.2092578 51.1197771, -114.2092525 51.1197734, -114.2092469 51.1197696, -114.209241 51.1197659, -114.209235 51.1197623, -114.2092288 51.1197588, -114.2092223 51.1197555, -114.2092156 51.1197523, -114.2092088 51.1197492, -114.2092018 51.1197463, -114.2091947 51.1197435, -114.2091875 51.1197408, -114.2091806 51.1197383, -114.2091736 51.1197359, -114.2091665 51.1197336, -114.2091594 51.1197314, -114.209152 51.1197295, -114.2091429 51.1197272, -114.2091336 51.119725, -114.2091244 51.119723, -114.209115 51.1197211, -114.2091056 51.1197194, -114.2090931 51.1197172, -114.2090806 51.1197151, -114.2090681 51.1197129, -114.2090556 51.1197108, -114.2090431 51.1197087, -114.2090304 51.1197066, -114.2090177 51.1197046, -114.209005 51.1197025, -114.2089923 51.1197004, -114.2089796 51.1196982, -114.208969 51.1196961, -114.2089583 51.1196939, -114.2089478 51.1196916, -114.2089372 51.1196894, -114.2089266 51.1196871, -114.2089117 51.1196841, -114.2088967 51.1196811, -114.2088818 51.1196781, -114.2088669 51.1196751, -114.208852 51.1196721, -114.2088357 51.1196687, -114.2088195 51.1196652, -114.2088033 51.1196617, -114.2087872 51.119658, -114.2087711 51.1196542, -114.2087572 51.1196508, -114.2087433 51.1196474, -114.2087295 51.1196438, -114.2087157 51.1196403, -114.2087019 51.1196367, -114.208686 51.1196325, -114.2086702 51.1196283, -114.2086544 51.1196241, -114.2086386 51.1196198, -114.2086229 51.1196154, -114.208607 51.1196109, -114.2085911 51.1196063, -114.2085752 51.1196017, -114.2085593 51.1195972, -114.2085434 51.1195926, -114.2085283 51.1195882, -114.2085132 51.1195839, -114.2084981 51.1195795, -114.2083319 51.1195262, -114.208297 51.1195155, -114.2082648 51.1195113))",a9b097a6-e5ff-4dc1-bc70-bde85a4f350f
R2185,SCA,SCA,Parallel,Active,100 Block SCENIC COVE BA NW,Residential Street,W,0700-1800 MON-FRI,,,Permit Required,0700-1800 MON-FRI,FR,NW,"MULTILINESTRING ((-114.2102407 51.1204912, -114.210253 51.120517, -114.2102521 51.1205559, -114.2102386 51.1205824, -114.210213 51.1206072, -114.2101787 51.1206266, -114.2101704 51.1206301, -114.2101619 51.1206332, -114.2101532 51.120636, -114.2101443 51.1206384, -114.2101441 51.1206384, -114.210135 51.1206405, -114.2101271 51.1206419, -114.2101193 51.1206431, -114.2101114 51.1206441, -114.2101035 51.1206449, -114.2100955 51.1206456, -114.210089 51.120646, -114.2100825 51.1206465, -114.210076 51.1206467, -114.2100695 51.1206466, -114.2100631 51.1206461, -114.2100562 51.1206452, -114.2100492 51.1206442, -114.2100423 51.1206432, -114.2100354 51.1206422, -114.2100284 51.1206413, -114.2100221 51.1206405, -114.2100159 51.1206396, -114.2100096 51.1206388, -114.2100032 51.120638, -114.2099968 51.1206372, -114.2099801 51.1206355, -114.2099633 51.1206345, -114.2099465 51.1206338, -114.2099297 51.1206336, -114.209913 51.1206336, -114.2099022 51.1206338, -114.2098913 51.1206341, -114.2098805 51.1206347, -114.2098697 51.1206354, -114.2098589 51.1206362, -114.2098477 51.1206372, -114.2098366 51.1206384, -114.2098255 51.1206397, -114.2098145 51.1206412, -114.2098035 51.1206428, -114.2097924 51.1206446, -114.2097815 51.1206465, -114.2097706 51.1206487, -114.2097598 51.120651, -114.2097491 51.1206536, -114.2097384 51.1206563, -114.2097279 51.1206592, -114.2097174 51.1206622, -114.209707 51.1206653, -114.2096968 51.1206686, -114.2096844 51.1206728, -114.209672 51.120677, -114.2096597 51.1206811, -114.2096474 51.1206853, -114.209635 51.1206896, -114.2096214 51.1206942, -114.2096077 51.1206989, -114.2095941 51.1207036, -114.2095805 51.1207084, -114.209567 51.1207132, -114.2095532 51.1207184, -114.2095398 51.1207239, -114.2095265 51.1207296, -114.2095134 51.1207354, -114.2095002 51.1207412, -114.2094834 51.1207486, -114.2094667 51.1207561, -114.2094501 51.1207636, -114.2094335 51.1207713, -114.2094172 51.1207791, -114.2094022 51.1207864, -114.2093874 51.1207939, -114.2093728 51.1208015, -114.2093582 51.1208091, -114.2093438 51.1208169, -114.2093302 51.1208242, -114.2093167 51.1208317, -114.2093033 51.1208392, -114.20929 51.1208467, -114.2092768 51.1208544, -114.2092636 51.1208624, -114.2092505 51.1208704, -114.2092376 51.1208786, -114.2092249 51.1208868, -114.2092123 51.1208952, -114.2092004 51.1209032, -114.2091886 51.1209113, -114.209177 51.1209195, -114.2091656 51.1209278, -114.2091544 51.1209362, -114.2091445 51.120944, -114.2091345 51.1209517, -114.2091246 51.1209595, -114.2091148 51.1209673, -114.209105 51.1209751, -114.2090923 51.1209853, -114.2090797 51.1209955, -114.209067 51.1210058, -114.2090544 51.121016, -114.2090418 51.1210262, -114.2090308 51.1210353, -114.2090198 51.1210444, -114.2090089 51.1210535, -114.2089089 51.1211379, -114.2089039 51.121142, -114.2088989 51.1211461, -114.208894 51.1211503, -114.2088891 51.1211544, -114.2088842 51.1211585, -114.2088801 51.1211621, -114.2088762 51.1211658, -114.2088587 51.1211885, -114.2088588 51.1211885))",1cc775b7-1489-476c-9910-9f4c503aaa88
